station_name,type,dss_filename,dss_pathname
station_0058,DSS,D:\flood prediction\Data Collections\new DSSs\station_0058\precipitation.dss,//station_0058/PRECIP/01Sep2022/1Hour/OBS/
station_0059,DSS,D:\flood prediction\Data Collections\new DSSs\station_0059\precipitation.dss,//station_0059/PRECIP/01Sep2022/1Hour/OBS/
station_0060,DSS,D:\flood prediction\Data Collections\new DSSs\station_0060\precipitation.dss,//station_0060/PRECIP/01Sep2022/1Hour/OBS/
station_0061,DSS,D:\flood prediction\Data Collections\new DSSs\station_0061\precipitation.dss,//station_0061/PRECIP/01Sep2022/1Hour/OBS/
station_0062,DSS,D:\flood prediction\Data Collections\new DSSs\station_0062\precipitation.dss,//station_0062/PRECIP/01Sep2022/1Hour/OBS/
station_0063,DSS,D:\flood prediction\Data Collections\new DSSs\station_0063\precipitation.dss,//station_0063/PRECIP/01Sep2022/1Hour/OBS/
station_0064,DSS,D:\flood prediction\Data Collections\new DSSs\station_0064\precipitation.dss,//station_0064/PRECIP/01Sep2022/1Hour/OBS/
station_0065,DSS,D:\flood prediction\Data Collections\new DSSs\station_0065\precipitation.dss,//station_0065/PRECIP/01Sep2022/1Hour/OBS/
station_0066,DSS,D:\flood prediction\Data Collections\new DSSs\station_0066\precipitation.dss,//station_0066/PRECIP/01Sep2022/1Hour/OBS/
station_0067,DSS,D:\flood prediction\Data Collections\new DSSs\station_0067\precipitation.dss,//station_0067/PRECIP/01Sep2022/1Hour/OBS/
station_0068,DSS,D:\flood prediction\Data Collections\new DSSs\station_0068\precipitation.dss,//station_0068/PRECIP/01Sep2022/1Hour/OBS/
station_0069,DSS,D:\flood prediction\Data Collections\new DSSs\station_0069\precipitation.dss,//station_0069/PRECIP/01Sep2022/1Hour/OBS/
station_0070,DSS,D:\flood prediction\Data Collections\new DSSs\station_0070\precipitation.dss,//station_0070/PRECIP/01Sep2022/1Hour/OBS/
station_0071,DSS,D:\flood prediction\Data Collections\new DSSs\station_0071\precipitation.dss,//station_0071/PRECIP/01Sep2022/1Hour/OBS/
station_0072,DSS,D:\flood prediction\Data Collections\new DSSs\station_0072\precipitation.dss,//station_0072/PRECIP/01Sep2022/1Hour/OBS/
station_0073,DSS,D:\flood prediction\Data Collections\new DSSs\station_0073\precipitation.dss,//station_0073/PRECIP/01Sep2022/1Hour/OBS/
station_0074,DSS,D:\flood prediction\Data Collections\new DSSs\station_0074\precipitation.dss,//station_0074/PRECIP/01Sep2022/1Hour/OBS/
station_0075,DSS,D:\flood prediction\Data Collections\new DSSs\station_0075\precipitation.dss,//station_0075/PRECIP/01Sep2022/1Hour/OBS/
station_0076,DSS,D:\flood prediction\Data Collections\new DSSs\station_0076\precipitation.dss,//station_0076/PRECIP/01Sep2022/1Hour/OBS/
station_0077,DSS,D:\flood prediction\Data Collections\new DSSs\station_0077\precipitation.dss,//station_0077/PRECIP/01Sep2022/1Hour/OBS/
station_0078,DSS,D:\flood prediction\Data Collections\new DSSs\station_0078\precipitation.dss,//station_0078/PRECIP/01Sep2022/1Hour/OBS/
station_0079,DSS,D:\flood prediction\Data Collections\new DSSs\station_0079\precipitation.dss,//station_0079/PRECIP/01Sep2022/1Hour/OBS/
station_0080,DSS,D:\flood prediction\Data Collections\new DSSs\station_0080\precipitation.dss,//station_0080/PRECIP/01Sep2022/1Hour/OBS/
station_0081,DSS,D:\flood prediction\Data Collections\new DSSs\station_0081\precipitation.dss,//station_0081/PRECIP/01Sep2022/1Hour/OBS/
station_0082,DSS,D:\flood prediction\Data Collections\new DSSs\station_0082\precipitation.dss,//station_0082/PRECIP/01Sep2022/1Hour/OBS/
station_0083,DSS,D:\flood prediction\Data Collections\new DSSs\station_0083\precipitation.dss,//station_0083/PRECIP/01Sep2022/1Hour/OBS/
station_0084,DSS,D:\flood prediction\Data Collections\new DSSs\station_0084\precipitation.dss,//station_0084/PRECIP/01Sep2022/1Hour/OBS/
station_0085,DSS,D:\flood prediction\Data Collections\new DSSs\station_0085\precipitation.dss,//station_0085/PRECIP/01Sep2022/1Hour/OBS/
station_0086,DSS,D:\flood prediction\Data Collections\new DSSs\station_0086\precipitation.dss,//station_0086/PRECIP/01Sep2022/1Hour/OBS/
station_0087,DSS,D:\flood prediction\Data Collections\new DSSs\station_0087\precipitation.dss,//station_0087/PRECIP/01Sep2022/1Hour/OBS/
station_0088,DSS,D:\flood prediction\Data Collections\new DSSs\station_0088\precipitation.dss,//station_0088/PRECIP/01Sep2022/1Hour/OBS/
station_0089,DSS,D:\flood prediction\Data Collections\new DSSs\station_0089\precipitation.dss,//station_0089/PRECIP/01Sep2022/1Hour/OBS/
station_0090,DSS,D:\flood prediction\Data Collections\new DSSs\station_0090\precipitation.dss,//station_0090/PRECIP/01Sep2022/1Hour/OBS/
station_0091,DSS,D:\flood prediction\Data Collections\new DSSs\station_0091\precipitation.dss,//station_0091/PRECIP/01Sep2022/1Hour/OBS/
station_0092,DSS,D:\flood prediction\Data Collections\new DSSs\station_0092\precipitation.dss,//station_0092/PRECIP/01Sep2022/1Hour/OBS/
station_0093,DSS,D:\flood prediction\Data Collections\new DSSs\station_0093\precipitation.dss,//station_0093/PRECIP/01Sep2022/1Hour/OBS/
station_0094,DSS,D:\flood prediction\Data Collections\new DSSs\station_0094\precipitation.dss,//station_0094/PRECIP/01Sep2022/1Hour/OBS/
station_0095,DSS,D:\flood prediction\Data Collections\new DSSs\station_0095\precipitation.dss,//station_0095/PRECIP/01Sep2022/1Hour/OBS/
station_0096,DSS,D:\flood prediction\Data Collections\new DSSs\station_0096\precipitation.dss,//station_0096/PRECIP/01Sep2022/1Hour/OBS/
station_0097,DSS,D:\flood prediction\Data Collections\new DSSs\station_0097\precipitation.dss,//station_0097/PRECIP/01Sep2022/1Hour/OBS/
station_0098,DSS,D:\flood prediction\Data Collections\new DSSs\station_0098\precipitation.dss,//station_0098/PRECIP/01Sep2022/1Hour/OBS/
station_0099,DSS,D:\flood prediction\Data Collections\new DSSs\station_0099\precipitation.dss,//station_0099/PRECIP/01Sep2022/1Hour/OBS/
station_0100,DSS,D:\flood prediction\Data Collections\new DSSs\station_0100\precipitation.dss,//station_0100/PRECIP/01Sep2022/1Hour/OBS/
station_0101,DSS,D:\flood prediction\Data Collections\new DSSs\station_0101\precipitation.dss,//station_0101/PRECIP/01Sep2022/1Hour/OBS/
station_0102,DSS,D:\flood prediction\Data Collections\new DSSs\station_0102\precipitation.dss,//station_0102/PRECIP/01Sep2022/1Hour/OBS/
station_0103,DSS,D:\flood prediction\Data Collections\new DSSs\station_0103\precipitation.dss,//station_0103/PRECIP/01Sep2022/1Hour/OBS/
station_0104,DSS,D:\flood prediction\Data Collections\new DSSs\station_0104\precipitation.dss,//station_0104/PRECIP/01Sep2022/1Hour/OBS/
station_0105,DSS,D:\flood prediction\Data Collections\new DSSs\station_0105\precipitation.dss,//station_0105/PRECIP/01Sep2022/1Hour/OBS/
station_0106,DSS,D:\flood prediction\Data Collections\new DSSs\station_0106\precipitation.dss,//station_0106/PRECIP/01Sep2022/1Hour/OBS/
station_0107,DSS,D:\flood prediction\Data Collections\new DSSs\station_0107\precipitation.dss,//station_0107/PRECIP/01Sep2022/1Hour/OBS/
station_0108,DSS,D:\flood prediction\Data Collections\new DSSs\station_0108\precipitation.dss,//station_0108/PRECIP/01Sep2022/1Hour/OBS/
station_0109,DSS,D:\flood prediction\Data Collections\new DSSs\station_0109\precipitation.dss,//station_0109/PRECIP/01Sep2022/1Hour/OBS/
station_0110,DSS,D:\flood prediction\Data Collections\new DSSs\station_0110\precipitation.dss,//station_0110/PRECIP/01Sep2022/1Hour/OBS/
station_0111,DSS,D:\flood prediction\Data Collections\new DSSs\station_0111\precipitation.dss,//station_0111/PRECIP/01Sep2022/1Hour/OBS/
station_0112,DSS,D:\flood prediction\Data Collections\new DSSs\station_0112\precipitation.dss,//station_0112/PRECIP/01Sep2022/1Hour/OBS/
station_0113,DSS,D:\flood prediction\Data Collections\new DSSs\station_0113\precipitation.dss,//station_0113/PRECIP/01Sep2022/1Hour/OBS/
station_0114,DSS,D:\flood prediction\Data Collections\new DSSs\station_0114\precipitation.dss,//station_0114/PRECIP/01Sep2022/1Hour/OBS/
station_0115,DSS,D:\flood prediction\Data Collections\new DSSs\station_0115\precipitation.dss,//station_0115/PRECIP/01Sep2022/1Hour/OBS/
station_0116,DSS,D:\flood prediction\Data Collections\new DSSs\station_0116\precipitation.dss,//station_0116/PRECIP/01Sep2022/1Hour/OBS/
station_0117,DSS,D:\flood prediction\Data Collections\new DSSs\station_0117\precipitation.dss,//station_0117/PRECIP/01Sep2022/1Hour/OBS/
station_0118,DSS,D:\flood prediction\Data Collections\new DSSs\station_0118\precipitation.dss,//station_0118/PRECIP/01Sep2022/1Hour/OBS/
station_0119,DSS,D:\flood prediction\Data Collections\new DSSs\station_0119\precipitation.dss,//station_0119/PRECIP/01Sep2022/1Hour/OBS/
station_0120,DSS,D:\flood prediction\Data Collections\new DSSs\station_0120\precipitation.dss,//station_0120/PRECIP/01Sep2022/1Hour/OBS/
station_0121,DSS,D:\flood prediction\Data Collections\new DSSs\station_0121\precipitation.dss,//station_0121/PRECIP/01Sep2022/1Hour/OBS/
station_0122,DSS,D:\flood prediction\Data Collections\new DSSs\station_0122\precipitation.dss,//station_0122/PRECIP/01Sep2022/1Hour/OBS/
station_0123,DSS,D:\flood prediction\Data Collections\new DSSs\station_0123\precipitation.dss,//station_0123/PRECIP/01Sep2022/1Hour/OBS/
station_0124,DSS,D:\flood prediction\Data Collections\new DSSs\station_0124\precipitation.dss,//station_0124/PRECIP/01Sep2022/1Hour/OBS/
station_0125,DSS,D:\flood prediction\Data Collections\new DSSs\station_0125\precipitation.dss,//station_0125/PRECIP/01Sep2022/1Hour/OBS/
station_0126,DSS,D:\flood prediction\Data Collections\new DSSs\station_0126\precipitation.dss,//station_0126/PRECIP/01Sep2022/1Hour/OBS/
station_0127,DSS,D:\flood prediction\Data Collections\new DSSs\station_0127\precipitation.dss,//station_0127/PRECIP/01Sep2022/1Hour/OBS/
station_0128,DSS,D:\flood prediction\Data Collections\new DSSs\station_0128\precipitation.dss,//station_0128/PRECIP/01Sep2022/1Hour/OBS/
station_0129,DSS,D:\flood prediction\Data Collections\new DSSs\station_0129\precipitation.dss,//station_0129/PRECIP/01Sep2022/1Hour/OBS/
station_0130,DSS,D:\flood prediction\Data Collections\new DSSs\station_0130\precipitation.dss,//station_0130/PRECIP/01Sep2022/1Hour/OBS/
station_0131,DSS,D:\flood prediction\Data Collections\new DSSs\station_0131\precipitation.dss,//station_0131/PRECIP/01Sep2022/1Hour/OBS/
station_0132,DSS,D:\flood prediction\Data Collections\new DSSs\station_0132\precipitation.dss,//station_0132/PRECIP/01Sep2022/1Hour/OBS/
station_0133,DSS,D:\flood prediction\Data Collections\new DSSs\station_0133\precipitation.dss,//station_0133/PRECIP/01Sep2022/1Hour/OBS/
station_0134,DSS,D:\flood prediction\Data Collections\new DSSs\station_0134\precipitation.dss,//station_0134/PRECIP/01Sep2022/1Hour/OBS/
station_0135,DSS,D:\flood prediction\Data Collections\new DSSs\station_0135\precipitation.dss,//station_0135/PRECIP/01Sep2022/1Hour/OBS/
station_0136,DSS,D:\flood prediction\Data Collections\new DSSs\station_0136\precipitation.dss,//station_0136/PRECIP/01Sep2022/1Hour/OBS/
station_0137,DSS,D:\flood prediction\Data Collections\new DSSs\station_0137\precipitation.dss,//station_0137/PRECIP/01Sep2022/1Hour/OBS/
station_0138,DSS,D:\flood prediction\Data Collections\new DSSs\station_0138\precipitation.dss,//station_0138/PRECIP/01Sep2022/1Hour/OBS/
station_0139,DSS,D:\flood prediction\Data Collections\new DSSs\station_0139\precipitation.dss,//station_0139/PRECIP/01Sep2022/1Hour/OBS/
station_0140,DSS,D:\flood prediction\Data Collections\new DSSs\station_0140\precipitation.dss,//station_0140/PRECIP/01Sep2022/1Hour/OBS/
station_0141,DSS,D:\flood prediction\Data Collections\new DSSs\station_0141\precipitation.dss,//station_0141/PRECIP/01Sep2022/1Hour/OBS/
station_0142,DSS,D:\flood prediction\Data Collections\new DSSs\station_0142\precipitation.dss,//station_0142/PRECIP/01Sep2022/1Hour/OBS/
station_0143,DSS,D:\flood prediction\Data Collections\new DSSs\station_0143\precipitation.dss,//station_0143/PRECIP/01Sep2022/1Hour/OBS/
station_0144,DSS,D:\flood prediction\Data Collections\new DSSs\station_0144\precipitation.dss,//station_0144/PRECIP/01Sep2022/1Hour/OBS/
station_0145,DSS,D:\flood prediction\Data Collections\new DSSs\station_0145\precipitation.dss,//station_0145/PRECIP/01Sep2022/1Hour/OBS/
station_0146,DSS,D:\flood prediction\Data Collections\new DSSs\station_0146\precipitation.dss,//station_0146/PRECIP/01Sep2022/1Hour/OBS/
station_0147,DSS,D:\flood prediction\Data Collections\new DSSs\station_0147\precipitation.dss,//station_0147/PRECIP/01Sep2022/1Hour/OBS/
station_0148,DSS,D:\flood prediction\Data Collections\new DSSs\station_0148\precipitation.dss,//station_0148/PRECIP/01Sep2022/1Hour/OBS/
station_0149,DSS,D:\flood prediction\Data Collections\new DSSs\station_0149\precipitation.dss,//station_0149/PRECIP/01Sep2022/1Hour/OBS/
station_0150,DSS,D:\flood prediction\Data Collections\new DSSs\station_0150\precipitation.dss,//station_0150/PRECIP/01Sep2022/1Hour/OBS/
station_0151,DSS,D:\flood prediction\Data Collections\new DSSs\station_0151\precipitation.dss,//station_0151/PRECIP/01Sep2022/1Hour/OBS/
station_0152,DSS,D:\flood prediction\Data Collections\new DSSs\station_0152\precipitation.dss,//station_0152/PRECIP/01Sep2022/1Hour/OBS/
station_0153,DSS,D:\flood prediction\Data Collections\new DSSs\station_0153\precipitation.dss,//station_0153/PRECIP/01Sep2022/1Hour/OBS/
station_0154,DSS,D:\flood prediction\Data Collections\new DSSs\station_0154\precipitation.dss,//station_0154/PRECIP/01Sep2022/1Hour/OBS/
station_0155,DSS,D:\flood prediction\Data Collections\new DSSs\station_0155\precipitation.dss,//station_0155/PRECIP/01Sep2022/1Hour/OBS/
station_0156,DSS,D:\flood prediction\Data Collections\new DSSs\station_0156\precipitation.dss,//station_0156/PRECIP/01Sep2022/1Hour/OBS/
station_0157,DSS,D:\flood prediction\Data Collections\new DSSs\station_0157\precipitation.dss,//station_0157/PRECIP/01Sep2022/1Hour/OBS/
station_0158,DSS,D:\flood prediction\Data Collections\new DSSs\station_0158\precipitation.dss,//station_0158/PRECIP/01Sep2022/1Hour/OBS/
station_0159,DSS,D:\flood prediction\Data Collections\new DSSs\station_0159\precipitation.dss,//station_0159/PRECIP/01Sep2022/1Hour/OBS/
station_0160,DSS,D:\flood prediction\Data Collections\new DSSs\station_0160\precipitation.dss,//station_0160/PRECIP/01Sep2022/1Hour/OBS/
station_0161,DSS,D:\flood prediction\Data Collections\new DSSs\station_0161\precipitation.dss,//station_0161/PRECIP/01Sep2022/1Hour/OBS/
station_0162,DSS,D:\flood prediction\Data Collections\new DSSs\station_0162\precipitation.dss,//station_0162/PRECIP/01Sep2022/1Hour/OBS/
station_0163,DSS,D:\flood prediction\Data Collections\new DSSs\station_0163\precipitation.dss,//station_0163/PRECIP/01Sep2022/1Hour/OBS/
station_0164,DSS,D:\flood prediction\Data Collections\new DSSs\station_0164\precipitation.dss,//station_0164/PRECIP/01Sep2022/1Hour/OBS/
station_0165,DSS,D:\flood prediction\Data Collections\new DSSs\station_0165\precipitation.dss,//station_0165/PRECIP/01Sep2022/1Hour/OBS/
station_0166,DSS,D:\flood prediction\Data Collections\new DSSs\station_0166\precipitation.dss,//station_0166/PRECIP/01Sep2022/1Hour/OBS/
station_0167,DSS,D:\flood prediction\Data Collections\new DSSs\station_0167\precipitation.dss,//station_0167/PRECIP/01Sep2022/1Hour/OBS/
station_0168,DSS,D:\flood prediction\Data Collections\new DSSs\station_0168\precipitation.dss,//station_0168/PRECIP/01Sep2022/1Hour/OBS/
station_0169,DSS,D:\flood prediction\Data Collections\new DSSs\station_0169\precipitation.dss,//station_0169/PRECIP/01Sep2022/1Hour/OBS/
station_0170,DSS,D:\flood prediction\Data Collections\new DSSs\station_0170\precipitation.dss,//station_0170/PRECIP/01Sep2022/1Hour/OBS/
station_0171,DSS,D:\flood prediction\Data Collections\new DSSs\station_0171\precipitation.dss,//station_0171/PRECIP/01Sep2022/1Hour/OBS/
station_0172,DSS,D:\flood prediction\Data Collections\new DSSs\station_0172\precipitation.dss,//station_0172/PRECIP/01Sep2022/1Hour/OBS/
station_0173,DSS,D:\flood prediction\Data Collections\new DSSs\station_0173\precipitation.dss,//station_0173/PRECIP/01Sep2022/1Hour/OBS/
station_0174,DSS,D:\flood prediction\Data Collections\new DSSs\station_0174\precipitation.dss,//station_0174/PRECIP/01Sep2022/1Hour/OBS/
station_0175,DSS,D:\flood prediction\Data Collections\new DSSs\station_0175\precipitation.dss,//station_0175/PRECIP/01Sep2022/1Hour/OBS/
station_0176,DSS,D:\flood prediction\Data Collections\new DSSs\station_0176\precipitation.dss,//station_0176/PRECIP/01Sep2022/1Hour/OBS/
station_0177,DSS,D:\flood prediction\Data Collections\new DSSs\station_0177\precipitation.dss,//station_0177/PRECIP/01Sep2022/1Hour/OBS/
station_0178,DSS,D:\flood prediction\Data Collections\new DSSs\station_0178\precipitation.dss,//station_0178/PRECIP/01Sep2022/1Hour/OBS/
station_0179,DSS,D:\flood prediction\Data Collections\new DSSs\station_0179\precipitation.dss,//station_0179/PRECIP/01Sep2022/1Hour/OBS/
station_0180,DSS,D:\flood prediction\Data Collections\new DSSs\station_0180\precipitation.dss,//station_0180/PRECIP/01Sep2022/1Hour/OBS/
station_0181,DSS,D:\flood prediction\Data Collections\new DSSs\station_0181\precipitation.dss,//station_0181/PRECIP/01Sep2022/1Hour/OBS/
station_0182,DSS,D:\flood prediction\Data Collections\new DSSs\station_0182\precipitation.dss,//station_0182/PRECIP/01Sep2022/1Hour/OBS/
station_0183,DSS,D:\flood prediction\Data Collections\new DSSs\station_0183\precipitation.dss,//station_0183/PRECIP/01Sep2022/1Hour/OBS/
station_0184,DSS,D:\flood prediction\Data Collections\new DSSs\station_0184\precipitation.dss,//station_0184/PRECIP/01Sep2022/1Hour/OBS/
station_0185,DSS,D:\flood prediction\Data Collections\new DSSs\station_0185\precipitation.dss,//station_0185/PRECIP/01Sep2022/1Hour/OBS/
station_0186,DSS,D:\flood prediction\Data Collections\new DSSs\station_0186\precipitation.dss,//station_0186/PRECIP/01Sep2022/1Hour/OBS/
station_0187,DSS,D:\flood prediction\Data Collections\new DSSs\station_0187\precipitation.dss,//station_0187/PRECIP/01Sep2022/1Hour/OBS/
station_0188,DSS,D:\flood prediction\Data Collections\new DSSs\station_0188\precipitation.dss,//station_0188/PRECIP/01Sep2022/1Hour/OBS/
station_0189,DSS,D:\flood prediction\Data Collections\new DSSs\station_0189\precipitation.dss,//station_0189/PRECIP/01Sep2022/1Hour/OBS/
station_0190,DSS,D:\flood prediction\Data Collections\new DSSs\station_0190\precipitation.dss,//station_0190/PRECIP/01Sep2022/1Hour/OBS/
station_0191,DSS,D:\flood prediction\Data Collections\new DSSs\station_0191\precipitation.dss,//station_0191/PRECIP/01Sep2022/1Hour/OBS/
station_0192,DSS,D:\flood prediction\Data Collections\new DSSs\station_0192\precipitation.dss,//station_0192/PRECIP/01Sep2022/1Hour/OBS/
